Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,DatasetYear,SourceFile
80.0,8.206916e+07,9.0,4.0,62.0,11601.0,20.0,0.0,6.888889,5.3019915,7215.0,0.0,2900.25,3540.003,142.11185,0.158403,6.8390965e+06,2.28e+07,7.91e+07,1.0,8.03e+07,1e+07,2.79e+07,7.91e+07,1.0,1.740196e+06,580065.3,994740.06,1.728674e+06,160.0,0.0,0.0,0.0,0.0,192.0,92.0,0.109663606,0.04873938,0.0,7215.0,833.5,2175.3025,4.7319415e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.61536,6.888889,2900.25,0.0,0.0,0.0,0.0,0.0,0.0,9.0,62.0,4.0,11601.0,256.0,229.0,7.0,20.0,1.223921e+06,0.0,1.223921e+06,1.223921e+06,7.91e+07,0.0,7.91e+07,7.91e+07,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.098145e+06,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,7215.0,0.0,2320.2,2991.5557,10587.8545,7.2850122,156877.86,406556.03,1.078723e+06,9.0,19015.0,9507.5,13432.907,19006.0,9.0,1.098062e+06,274515.5,536212.75,1.078723e+06,67.0,0.0,0.0,0.0,0.0,72.0,112.0,2.7318797,4.553133,0.0,7215.0,1291.8889,2441.667,5.961738e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666667,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,192.0,2.0,2.0,82.0,210.0,41.0,41.0,41.0,0.0,105.0,105.0,105.0,0.0,1.5208334e+06,20833.334,64.0,71.042244,142.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,40.0,40.0,10416.667,10416.667,41.0,105.0,66.6,35.054245,1228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83.25,41.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,2.0,210.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,897287.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,8760.0,0.0,2321.4,3802.3154,12964.637,8.915765,128183.86,338636.47,896139.0,12.0,932.0,466.0,322.4407,694.0,238.0,897240.0,224310.0,447886.2,896139.0,12.0,0.0,0.0,0.0,0.0,72.0,112.0,3.343412,5.572353,0.0,8760.0,1292.5555,2952.5208,8.717379e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,9.584776e+06,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.1299636,0.5216606,2.396194e+06,4.7910575e+06,9.58278e+06,4.0,9.584776e+06,2.396194e+06,4.7910575e+06,9.58278e+06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5216606,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1996.0,0.0,1996.0,1996.0,9.58278e+06,0.0,9.58278e+06,9.58278e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,244.0,2.0,2.0,96.0,268.0,48.0,48.0,48.0,0.0,134.0,134.0,134.0,0.0,1.4918032e+06,16393.443,81.333336,101.204414,195.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,64.0,64.0,8196.722,8196.722,48.0,134.0,82.4,47.10414,2218.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.0,48.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,268.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
53.0,176.0,2.0,2.0,66.0,98.0,33.0,33.0,33.0,0.0,49.0,49.0,49.0,0.0,931818.2,22727.273,58.666668,95.55278,169.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,11363.637,11363.637,33.0,49.0,39.4,8.763561,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.25,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,2.0,98.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.820838e+06,3.0,7.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1657.2858,1548.6709,6385.5215,5.4919767,202315.33,601366.75,1.805911e+06,14.0,14350.0,7175.0,10107.385,14322.0,28.0,1.820824e+06,303470.66,736064.7,1.805911e+06,49.0,0.0,0.0,0.0,0.0,72.0,152.0,1.647593,3.8443837,0.0,4380.0,1057.0,1460.3821,2.1327158e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1162.7,8.666667,1657.2858,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,7.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.259972e+06,2.0,7.0,20.0,11607.0,20.0,0.0,10.0,14.142136,4380.0,0.0,1658.1428,1964.0533,9227.982,7.143016,157496.5,444945.4,1.25868e+06,1.0,911.0,911.0,0.0,911.0,911.0,1.259837e+06,209972.83,513759.6,1.25868e+06,1.0,0.0,0.0,0.0,0.0,52.0,152.0,1.5873369,5.555679,0.0,4380.0,1162.7,1791.1134,3.208087e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1291.8889,10.0,1658.1428,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,7.0,11607.0,8192.0,229.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,2.227955e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10.77221,1.7953684,742651.7,1.2848228e+06,2.226237e+06,314.0,2.227955e+06,742651.7,1.2848228e+06,2.226237e+06,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.7953684,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
63504.0,1.01457176e+08,7.0,10.0,11607.0,68.0,4380.0,0.0,1658.1428,1762.2728,20.0,0.0,6.8,5.0066624,115.07318,0.16755839,6.3410735e+06,2.27e+07,9.1e+07,1.0,1.01e+08,1.69e+07,4.08e+07,1e+08,16.0,1e+08,1.11e+07,3.01e+07,9.1e+07,1.0,0.0,0.0,0.0,0.0,152.0,212.0,0.06899463,0.09856375,0.0,4380.0,648.94446,1335.0502,1.7823589e+06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,687.1177,1658.1428,6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11607.0,10.0,68.0,229.0,256.0,5.0,20.0,27947.0,0.0,27947.0,27947.0,5.01e+07,5.79e+07,9.1e+07,9.130325e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
443.0,5.474916e+06,6.0,4.0,611.0,164.0,517.0,0.0,101.833336,204.30508,152.0,0.0,41.0,74.05403,141.55469,1.8265121,608324.0,1.7710479e+06,5.330763e+06,49.0,5.474916e+06,1.0949832e+06,2.4051715e+06,5.397289e+06,49.0,122981.0,40993.668,42599.703,87045.0,2995.0,0.0,0.0,0.0,0.0,132.0,92.0,1.0959072,0.7306048,0.0,517.0,70.454544,154.75682,23949.672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77.5,101.833336,41.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,611.0,4.0,164.0,8192.0,30.0,5.0,20.0,144104.0,0.0,144104.0,144104.0,5.330763e+06,0.0,5.330763e+06,5.330763e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,6.688503e+06,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.5882468,0.5980411,2.229501e+06,3.860989e+06,6.687787e+06,307.0,6.688503e+06,2.229501e+06,3.860989e+06,6.687787e+06,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.5980411,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,716.0,0.0,716.0,716.0,6.687787e+06,0.0,6.687787e+06,6.687787e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
59961.0,7.839491e+07,5.0,10.0,11607.0,68.0,7300.0,0.0,2321.4,3346.364,20.0,0.0,6.8,5.0066624,148.92548,0.19133894,5.5996365e+06,1.92e+07,7.22e+07,49.0,7.84e+07,1.96e+07,3.92e+07,7.84e+07,185.0,7.84e+07,8.706829e+06,2.39e+07,7.22e+07,49.0,0.0,0.0,0.0,0.0,112.0,212.0,0.06377965,0.1275593,0.0,7300.0,730.0625,2052.8022,4.2139975e+06,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,778.73334,2321.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11607.0,10.0,68.0,229.0,256.0,3.0,20.0,25356.0,0.0,25356.0,25356.0,3.92e+07,4.67e+07,7.22e+07,6.146324e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,745026.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,8760.0,0.0,2900.25,4128.3193,15606.167,9.395645,124171.0,297725.72,731820.0,67.0,12946.0,6473.0,8424.47,12430.0,516.0,744959.0,248319.67,418772.28,731820.0,183.0,0.0,0.0,0.0,0.0,72.0,92.0,4.0267053,5.3689404,0.0,8760.0,1453.375,3113.9526,9.696701e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.0,8.666667,2900.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,616714.0,3.0,4.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,11595.0,0.0,2901.75,5795.5005,18862.877,11.35048,102785.664,251329.17,615809.0,4.0,824.0,412.0,354.9676,663.0,161.0,616659.0,205553.0,355292.38,615809.0,4.0,0.0,0.0,0.0,0.0,72.0,92.0,4.8644915,6.4859886,0.0,11595.0,1454.125,4097.5376,1.68e+07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1661.8572,8.666667,2901.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,1.6042453e+07,10.0,9.0,2495.0,855.0,645.0,0.0,249.5,316.14316,209.0,0.0,95.0,106.982475,208.82094,1.1843575,891247.4,2.519639e+06,9.960012e+06,51.0,1.13e+07,1.2522205e+06,3.2668232e+06,9.960012e+06,80.0,1.58e+07,1.9802834e+06,3.6968818e+06,1.02e+07,743.0,0.0,0.0,0.0,0.0,220.0,192.0,0.6233461,0.56101143,0.0,645.0,167.5,244.26938,59667.527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,176.3158,249.5,95.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2495.0,9.0,855.0,29200.0,154.0,9.0,20.0,1.070383e+06,0.0,1.070383e+06,1.070383e+06,9.960012e+06,0.0,9.960012e+06,9.960012e+06,0,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,8.928251e+07,8.0,6.0,56.0,11607.0,20.0,0.0,7.0,5.656854,4380.0,0.0,1934.5,2177.345,130.63028,0.15680562,6.867886e+06,2.28e+07,8.25e+07,3.0,8.78e+07,1.25e+07,3.09e+07,8.25e+07,157.0,1.496906e+06,299381.2,668952.1,1.496039e+06,3.0,0.0,0.0,0.0,0.0,172.0,132.0,0.08960321,0.06720241,0.0,4380.0,777.93335,1627.4618,2.6486318e+06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.5,7.0,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,20.0,1812.0,0.0,1812.0,1812.0,4.39e+07,5.46e+07,8.25e+07,5.262664e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,960855.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,7300.0,0.0,2321.4,3346.364,12106.926,8.325918,137265.0,362771.38,959953.0,3.0,667.0,333.5,406.5864,621.0,46.0,960810.0,240202.5,479833.75,959953.0,3.0,0.0,0.0,0.0,0.0,72.0,112.0,3.1222193,5.2036986,0.0,7300.0,1292.5555,2662.265,7.0876545e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,26596.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,7300.0,0.0,2320.2,3022.508,437171.0,300.79712,3799.4285,7128.028,18956.0,7.0,19043.0,9521.5,13455.535,19036.0,7.0,26516.0,6629.0,8867.993,19109.0,155.0,0.0,0.0,0.0,0.0,72.0,112.0,112.79892,187.9982,0.0,7300.0,1291.8889,2460.653,6.054813e+06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666667,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
80.0,6.946203e+06,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.3189063,0.7198177,1.7365508e+06,3.4723502e+06,6.945076e+06,331.0,6.946203e+06,1.7365508e+06,3.4723502e+06,6.945076e+06,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.7198177,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1127.0,0.0,1127.0,1127.0,6.945076e+06,0.0,6.945076e+06,6.945076e+06,1,2017,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
